 ,mortgage_rate,bank,row,policy,rate,mortgage,also,and_re,banking,back,state,clear,issue,cost,prime,yet,tax,necessary,million,administration,last,large,land,government,can,percent,loan,since,day,unit,borrow,month,well,addition,pay,inspection,however,power,january,security,set,time,level,consider,case,interest,company,source,public,question,minister,may,ministry,yu,measure,us,rise,order,range,think,need,follow,move,course,europe,break,term,see,end,per,cent,market,lending,hang,good,increase,authority,fall,airline_safety,flight,civil_aviation,safety,view,situation,friday,check,march,concern,airline,service,safe,part,aircraft,equipment,foreign,international,air,serious,standard,key,off,far,plan,add,report,eat,maintenance,transport,accord,ago,one,matter,prove,take,ask,work,point,sign,just,aviation,fact,long,depend,meet,civil,hoof_and,and_mouth,hoof_and_mouth,and_mouth_disease,mouth_disease,disease,le,import,sheep,country,problem,must,suffer,possible,cap,outbreak,animal,establish,force,united,quality,european,health,people,states,several,help,dr,hoof,agriculture,farmer,prof,ever,resident,implement,usa,deputy,british,LABEL
C1__article06,0.0,0.0,0.0,0.0,0.016388150135481897,0.0,0.03128973677341595,0.0,0.0,0.0,0.06885187145701052,0.027541974686478288,0.019174013794357837,0.0,0.0,0.030488361734073904,0.0,0.0,0.0,0.0,0.04663014022116667,0.027541974686478288,0.0,0.0,0.0814282399098878,0.04663014022116667,0.0,0.0,0.03982618160946382,0.021720347145652658,0.0,0.0,0.0,0.030488361734073904,0.0,0.023315070110583334,0.10086616853639487,0.0,0.0,0.0,0.023315070110583334,0.016388150135481897,0.025216542134098716,0.027541974686478288,0.0814282399098878,0.0,0.10086616853639487,0.0,0.08688138858261063,0.04663014022116667,0.0,0.10086616853639487,0.0,0.030488361734073904,0.0,0.3351425648861624,0.0,0.10860173572826327,0.0,0.0,0.0,0.0,0.0,0.06097672346814781,0.023315070110583334,0.0,0.027541974686478288,0.0,0.04306910568381716,0.06637696934910638,0.03128973677341595,0.055083949372956575,0.0,0.04663014022116667,0.030488361734073904,0.0,0.027541974686478288,0.0,0.023315070110583334,0.10086616853639487,0.07564962640229615,0.0958700689717892,0.023315070110583334,0.030488361734073904,0.0,0.06097672346814781,0.0,0.0407141199549439,0.19548312431087392,0.0,0.11504408276614701,0.3834802758871568,0.19279382280534801,0.12195344693629562,0.027541974686478288,0.08262592405943486,0.49917606806332626,0.027541974686478288,0.16525184811886973,0.030488361734073904,0.11504408276614701,0.02035705997747195,0.021720347145652658,0.02035705997747195,0.0,0.04916445040644569,0.027541974686478288,0.055083949372956575,0.043440694291305315,0.0,0.11471705094837328,0.0,0.021720347145652658,0.021720347145652658,0.0,0.08688138858261063,0.02035705997747195,0.0,0.0,0.1260827106704936,0.023315070110583334,0.0,0.0,0.0,0.023315070110583334,0.0,0.0,0.0,0.0,0.0,0.0,0.31202928454918566,0.0,0.0,0.0,0.0,0.0,0.030488361734073904,0.025216542134098716,0.0,0.0,0.0,0.04663014022116667,0.025216542134098716,0.0,0.030488361734073904,0.025216542134098716,0.0,0.0,0.09146508520222171,0.0,0.0,0.051638903592757884,0.0,0.0,0.0,0.0,0.10178529988735976,0.0,0.0,0.16525184811886973,0.030488361734073904,0.0,C1
C1__article07,0.0,0.0,0.0,0.0,0.0,0.0,0.06386523140724171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449725633552474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05419260044646608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20587712966034757,0.1903528123194128,0.0,0.0,0.0,0.0,0.0,0.24891820490207978,0.0,0.09435266317456562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05419260044646608,0.0,0.0,0.0,0.0,0.0,0.1124314083881185,0.0,0.0,0.0951764061597064,0.10293856483017379,0.0,0.31308740929331164,0.0,0.0,0.0,0.0,0.0,0.0,0.08866645358814815,0.0,0.31308740929331164,0.0,0.0,0.0,0.0,0.0,0.49186551403201656,0.0,0.0,0.0,0.07827185232332791,0.08310126452306424,0.1773329071762963,0.0,0.0,0.06689944426943213,0.1124314083881185,0.0,0.0,0.0,0.0,0.0,0.0,0.08866645358814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28305798952369693,0.0,0.0,0.0,0.0,0.0,0.0,0.10293856483017379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1
C1__article03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10338409156026383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746776389082742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18311842593884944,0.0,0.049215046105693,0.0,0.0,0.0,0.0,0.0,0.07001719174914568,0.1304561988226525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07001719174914568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07001719174914568,0.07572747829963213,0.4543648697977928,0.11516247594991497,0.0,0.0,0.0,0.0,0.0,0.06113402898344754,0.260912397645305,0.0,0.11516247594991497,0.05758123797495748,0.08271095534462533,0.0,0.0,0.08271095534462533,0.3101522746807915,0.0,0.0,0.0,0.0,0.0,0.19568429823397876,0.06113402898344754,0.06113402898344754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304561988226525,0.0,0.0,0.0,0.0,0.15145495659926425,0.0,0.15145495659926425,0.0,0.0,0.0,0.0,0.14003438349829136,0.0,0.0,0.0,0.0,0.0,0.0,0.06941119943582136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5300923480974249,0.0,0.0,0.0,0.0,0.09155921296942472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1
C1__article02,0.0,0.0,0.0,0.0,0.04216340428797036,0.0,0.06037663543788294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784404042704264,0.0784404042704264,0.0,0.0,0.0,0.029992486002020393,0.03542997238842669,0.0,0.0,0.10474921731236281,0.0,0.0,0.0,0.08538727589568464,0.027941035760784678,0.0,0.027941035760784678,0.0,0.0,0.07085994477685338,0.029992486002020393,0.06487707593321844,0.0,0.0,0.0784404042704264,0.0,0.08432680857594071,0.0,0.0,0.0785619129842721,0.0,0.06487707593321844,0.059984972004040786,0.027941035760784678,0.14996243001010195,0.024665434742517926,0.03243853796660922,0.0,0.0,0.0,0.16353097096589075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029992486002020393,0.029992486002020393,0.0,0.0,0.018468020086216876,0.10246473107482157,0.02012554514596098,0.0,0.0,0.0,0.0,0.0,0.21257983433056016,0.0392202021352132,0.0,0.06487707593321844,0.09731561389982765,0.12332717371258961,0.029992486002020393,0.0392202021352132,0.0,0.0,0.0,0.10474921731236281,0.16764621456470807,0.09731561389982765,0.12332717371258961,0.024665434742517926,0.14171988955370676,0.0392202021352132,0.17714986194213347,0.0,0.2878557104289915,0.03542997238842669,0.10628991716528008,0.0,0.07399630422755378,0.052374608656181404,0.0,0.052374608656181404,0.0785619129842721,0.358388936447748,0.14171988955370676,0.14171988955370676,0.11176414304313871,0.03542997238842669,0.12649021286391107,0.0392202021352132,0.027941035760784678,0.027941035760784678,0.08997745800606118,0.11176414304313871,0.026187304328090702,0.09731561389982765,0.0784404042704264,0.03243853796660922,0.0,0.1176606064056396,0.029992486002020393,0.06487707593321844,0.029992486002020393,0.0,0.0,0.0,0.0,0.0,0.0,0.445993557179702,0.0,0.0,0.0,0.09731561389982765,0.027941035760784678,0.0,0.03243853796660922,0.0,0.0,0.0,0.029992486002020393,0.03243853796660922,0.0392202021352132,0.0,0.03243853796660922,0.0,0.0,0.0,0.10628991716528008,0.0392202021352132,0.044285493912152536,0.0,0.0,0.0,0.03542997238842669,0.23568573895281633,0.0392202021352132,0.0,0.0,0.0392202021352132,0.0392202021352132,C1
C1__article01,0.0,0.0,0.0,0.0,0.02414095851842507,0.0,0.023046049470343787,0.0,0.0,0.0,0.07606792830575095,0.0,0.02824474195163282,0.0,0.0,0.0,0.0,0.0,0.0,0.04491161417440686,0.06868964901354485,0.0,0.0,0.0299874565713936,0.0599749131427872,0.0,0.0,0.0,0.019555638072489875,0.03199567950709249,0.0,0.0,0.0,0.0,0.0,0.1373792980270897,0.0,0.0,0.0,0.0,0.06868964901354485,0.0,0.0,0.0,0.0,0.0,0.03714583358126495,0.0,0.22396975654964746,0.0,0.0,0.0,0.0,0.0,0.0742916671625299,0.10214271968956624,0.0,0.09598703852127748,0.0,0.0,0.0,0.0,0.034344824506772426,0.0,0.0,0.0,0.08114273580911814,0.0,0.0634439814831561,0.11733382843493925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034344824506772426,0.03714583358126495,0.11143750074379484,0.14122370975816412,0.0,0.0,0.0,0.08982322834881372,0.0,0.0599749131427872,0.4479395130992949,0.0,0.16946845170979696,0.0,0.0,0.0,0.0,0.12171410371367723,0.3549836654268378,0.0,0.28399957533191356,0.04491161417440686,0.0,0.0,0.06399135901418498,0.0,0.0,0.0,0.04057136790455907,0.0,0.03199567950709249,0.04057136790455907,0.02414095851842507,0.0,0.0,0.0,0.0,0.03199567950709249,0.0,0.0,0.0,0.33431250223138453,0.06868964901354485,0.08982322834881372,0.034344824506772426,0.0742916671625299,0.4121378940812691,0.0,0.0,0.0,0.0,0.0,0.0,0.17023786614927705,0.0,0.0,0.0742916671625299,0.03714583358126495,0.03199567950709249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04491161417440686,0.0,0.0,0.0,0.0,0.04491161417440686,0.0,0.0,0.02535597610191698,0.0,0.0,0.0,0.0,0.0,0.0,0.04057136790455907,0.0,0.0,0.0,C1
C4__article08,0.0,0.0,0.0,0.05714423925044333,0.040166654776176966,0.0,0.01917245150650268,0.0,0.0,0.0,0.0,0.03375210075391002,0.0,0.0,0.0,0.0,0.0,0.03736283504665796,0.0,0.0,0.0,0.0,0.07472567009331592,0.0,0.07484142446950443,0.085716358875665,0.0,0.049894282979669614,0.048806133533558275,0.0,0.0,0.1330891037435106,0.030902332910543607,0.0,0.0,0.0,0.061804665821087214,0.030902332910543607,0.03736283504665796,0.0,0.0,0.020083327388088483,0.0,0.13500840301564007,0.049894282979669614,0.0,0.0,0.0,0.07985346224610637,0.05714423925044333,0.023497343702147493,0.12360933164217443,0.0,0.0,0.15451166455271806,0.35406038218367364,0.06750420150782004,0.026617820748702118,0.0,0.03375210075391002,0.03736283504665796,0.0,0.0,0.03736283504665796,0.28572119625221665,0.028572119625221666,0.0,0.07472567009331592,0.0351868450723851,0.11388097824496933,0.05751735451950804,0.0,0.0,0.0,0.0,0.06750420150782004,0.0,0.07472567009331592,0.0,0.0,0.0,0.04699468740429499,0.028572119625221666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04699468740429499,0.07049203110644248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12473570744917403,0.0,0.0,0.0,0.020083327388088483,0.0,0.0,0.026617820748702118,0.0,0.1405832917166194,0.0,0.026617820748702118,0.0,0.05714423925044333,0.0,0.0,0.0,0.03736283504665796,0.0,0.0,0.0,0.028572119625221666,0.0,0.0,0.07985346224610637,0.10647128299480847,0.2395603867383191,0.07985346224610637,0.07985346224610637,0.07985346224610637,0.4956845350571431,0.07472567009331592,0.20251260452346012,0.0,0.061804665821087214,0.18632474524091486,0.03736283504665796,0.12360933164217443,0.07472567009331592,0.03736283504665796,0.061804665821087214,0.0,0.0,0.0,0.0,0.12360933164217443,0.1687605037695501,0.03736283504665796,0.0,0.0,0.0,0.10547061934402596,0.07985346224610637,0.0,0.10125630226173006,0.0,0.12473570744917403,0.0,0.03375210075391002,0.06750420150782004,0.03736283504665796,0.14945134018663184,C4
C4__article05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10730156550113933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15413032620856354,0.0,0.0,0.0,0.0,0.0,0.0,0.0742917242134882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304757339525112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06467323927643404,0.0,0.12155134949587577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304757339525112,0.0,0.0,0.0,0.0,0.0,0.15413032620856354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15413032620856354,0.0,0.0,0.0,0.0,0.0,0.0,0.11392212543552542,0.0,0.11392212543552542,0.34176637630657625,0.18342264525984286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12155134949587577,0.24310269899175155,0.36465404848762734,0.24310269899175155,0.24310269899175155,0.4862053979835031,0.06467323927643404,0.0,0.0,0.14111674668297342,0.0,0.0,0.0,0.0,0.17061888964499547,0.17061888964499547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12155134949587577,0.0,0.15413032620856354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4
C4__article04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26586270252483707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12008490136146355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10165530708441035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360001711602828,0.0,0.10994585571008786,0.0,0.0,0.10077548981149712,0.0,0.0,0.0,0.0,0.0,0.12008490136146355,0.10165530708441035,0.0,0.0,0.0,0.0,0.0,0.0,0.05788162909665023,0.06821270073831197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07145346021548601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947022054233091,0.0,0.0,0.0,0.0,0.10165530708441035,0.0,0.0,0.0,0.0,0.1894044108466182,0.1894044108466182,0.5682132325398545,0.1894044108466182,0.1894044108466182,0.3788088216932364,0.20155097962299423,0.0,0.12008490136146355,0.10994585571008786,0.0,0.0,0.0,0.0,0.0,0.0,0.10994585571008786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1500994443315366,0.1894044108466182,0.26586270252483707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4
C4__article06,0.0,0.0,0.0,0.05460483733395506,0.0,0.0,0.018320457311847026,0.0,0.0,0.0,0.08062693406488707,0.09675662825446854,0.0,0.02730241866697753,0.0,0.0,0.0,0.17851244122060167,0.0,0.07140497648824067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023838528972787446,0.031091509455797136,0.025434965820390672,0.0,0.0,0.029529080865432447,0.03570248824412033,0.0,0.0,0.0,0.029529080865432447,0.0,0.0,0.0,0.019190855273178358,0.0,0.06450441883631236,0.11919264486393723,0.0,0.0,0.0,0.025434965820390672,0.02730241866697753,0.044906315928454434,0.0,0.0,0.0,0.0,0.10826447504284502,0.0,0.0,0.0,0.06450441883631236,0.0,0.0,0.05460483733395506,0.0,0.35493144267070786,0.0,0.0,0.0,0.01681159795523711,0.015545754727898568,0.018320457311847026,0.16126104709078087,0.0,0.02730241866697753,0.03570248824412033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07140497648824067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04767705794557489,0.0,0.023838528972787446,0.0,0.0,0.0,0.0,0.10173986328156269,0.0,0.038381710546356716,0.03570248824412033,0.0,0.0,0.0,0.0,0.023838528972787446,0.0,0.0,0.0,0.02730241866697753,0.0,0.0,0.0,0.0,0.15260979492234406,0.15260979492234406,0.4578293847670321,0.12717482910195335,0.12717482910195335,0.20347972656312538,0.16239671256426755,0.07140497648824067,0.03225220941815618,0.029529080865432447,0.0,0.10173986328156269,0.0,0.0,0.24991741770884235,0.0,0.059058161730864894,0.02730241866697753,0.059058161730864894,0.03570248824412033,0.07140497648824067,0.3248198895197569,0.16126104709078087,0.07140497648824067,0.03570248824412033,0.0,0.0,0.020156733516221766,0.15260979492234406,0.3213223941970831,0.03225220941815618,0.03225220941815618,0.0,0.03570248824412033,0.0,0.0,0.0,0.03570248824412033,C4
C4__article07,0.0,0.0,0.0,0.07876874138878222,0.0,0.0,0.05285536720109408,0.10300333086748013,0.0,0.0465245583891859,0.0,0.0,0.032389199920680144,0.03938437069439111,0.05150166543374007,0.0,0.0,0.0,0.0,0.0,0.03938437069439111,0.0,0.05150166543374007,0.06877525931494177,0.0,0.0,0.0,0.10316288897241267,0.0224251109176702,0.03669052675106201,0.0,0.03669052675106201,0.0,0.0,0.0,0.0,0.04259638243975361,0.04259638243975361,0.10300333086748013,0.0,0.03938437069439111,0.02768325280043545,0.04259638243975361,0.0,0.034387629657470886,0.0,0.0,0.03938437069439111,0.03669052675106201,0.0,0.1943351995240809,0.0,0.04259638243975361,0.0,0.04259638243975361,0.27330451828200303,0.0465245583891859,0.07338105350212402,0.0930491167783718,0.0,0.05150166543374007,0.0930491167783718,0.07876874138878222,0.05150166543374007,0.03938437069439111,0.07876874138878222,0.0465245583891859,0.0,0.0970044762568904,0.112125554588351,0.05285536720109408,0.0,0.0,0.03938437069439111,0.0,0.0,0.0,0.05150166543374007,0.0,0.0,0.0,0.032389199920680144,0.15753748277756444,0.05150166543374007,0.0,0.0,0.1860982335567436,0.034387629657470886,0.0,0.0,0.032389199920680144,0.0,0.0,0.0,0.13957367516755773,0.0,0.0,0.0,0.0,0.0,0.032389199920680144,0.17193814828735446,0.0,0.0,0.0,0.0553665056008709,0.0,0.0,0.03669052675106201,0.0,0.02768325280043545,0.05150166543374007,0.0,0.03669052675106201,0.03938437069439111,0.11007158025318604,0.06877525931494177,0.04259638243975361,0.05150166543374007,0.0,0.03938437069439111,0.0,0.0,0.17038552975901444,0.0,0.11007158025318604,0.11007158025318604,0.33021474075955815,0.07338105350212402,0.07338105350212402,0.11007158025318604,0.39043502611714714,0.0,0.0,0.0,0.04259638243975361,0.0,0.0,0.04259638243975361,0.10300333086748013,0.10300333086748013,0.04259638243975361,0.0,0.0,0.0,0.15450499630122022,0.04259638243975361,0.0,0.0,0.0,0.0930491167783718,0.05150166543374007,0.05815310903213972,0.11007158025318604,0.36051165803618046,0.13957367516755773,0.0465245583891859,0.13755051862988354,0.0,0.0,0.0,0.0,0.0,C4
C4__article03,0.0,0.0,0.0,0.0,0.0,0.0,0.09576808470524845,0.0,0.0,0.0,0.07024467165872766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153772334125691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09514683682291598,0.0,0.0,0.0,0.0,0.04757341841145799,0.06687865999863948,0.0,0.056198239139879376,0.04153772334125691,0.0,0.20581316790312215,0.0,0.0,0.0,0.0,0.0,0.05145329197578054,0.0,0.0,0.16506586207588395,0.0,0.0,0.0,0.0,0.062210217793708944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08788069585831812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12442043558741789,0.0,0.0,0.0,0.0,0.04757341841145799,0.0,0.0,0.0,0.056198239139879376,0.0,0.0,0.0,0.0,0.0,0.0,0.062210217793708944,0.0,0.0,0.0,0.0,0.056198239139879376,0.0,0.0,0.0,0.0,0.0,0.08307544668251382,0.1671966499965987,0.0,0.0,0.044319453379348984,0.0,0.06687865999863948,0.0,0.0,0.0,0.0,0.044319453379348984,0.0,0.05145329197578054,0.0,0.0,0.09514683682291598,0.062210217793708944,0.09514683682291598,0.0,0.0,0.17727781351739594,0.17727781351739594,0.5318334405521878,0.13295836013804693,0.13295836013804693,0.22159726689674492,0.047161674878823986,0.24884087117483578,0.056198239139879376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04757341841145799,0.0,0.0,0.062210217793708944,0.0,0.0,0.0,0.0,0.056198239139879376,0.062210217793708944,0.45659036578172985,0.17727781351739594,0.0,0.0,0.0,0.04153772334125691,0.0,0.056198239139879376,0.1685947174196381,0.0,0.0,C4
C4__article02,0.0,0.05422584506920924,0.0,0.0,0.04091377012799945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761155965288888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10164467197513796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04091377012799945,0.0,0.0,0.05082233598756898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06295425656760315,0.0,0.06295425656760315,0.08655505021555027,0.06875980582787217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058207144255854555,0.0,0.0,0.0,0.033142631026582874,0.03905813307572275,0.0,0.0,0.0,0.0,0.0,0.06875980582787217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259085131352063,0.0,0.09573761362058442,0.0,0.0,0.0,0.0,0.04297296550230592,0.0,0.0,0.0,0.04786880681029221,0.1524670079627069,0.05422584506920924,0.05082233598756898,0.0,0.04091377012799945,0.0,0.06875980582787217,0.0,0.0,0.0,0.0,0.10845169013841847,0.05422584506920924,0.0,0.0,0.0,0.0,0.0,0.0,0.058207144255854555,0.0,0.0,0.0,0.0,0.16267753520762773,0.16267753520762773,0.4880326056228832,0.05422584506920924,0.05422584506920924,0.5422584506920924,0.37507188426738447,0.0,0.06875980582787217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888627697028094,0.058207144255854555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875980582787217,0.0,0.0,0.16267753520762773,0.0761155965288888,0.06875980582787217,0.13751961165574433,0.10164467197513796,0.0761155965288888,0.06875980582787217,0.06875980582787217,0.0,0.0,C4
C4__article01,0.0,0.0,0.0,0.0,0.0,0.0,0.12758363152514315,0.0,0.0,0.0,0.07018572784264387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09506699706399602,0.0,0.0,0.0,0.08300573628691083,0.0,0.0,0.0,0.05413030387898387,0.0,0.0,0.0,0.0,0.0,0.0,0.09506699706399602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047122100502225484,0.0,0.0,0.0,0.0,0.0,0.11230216397537457,0.0,0.0,0.0,0.09506699706399602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08300573628691083,0.0,0.10282023282178825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11230216397537457,0.0,0.12431603172162775,0.0,0.08300573628691083,0.0,0.0,0.16601147257382165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771290558879707,0.1771290558879707,0.5313871676639121,0.1771290558879707,0.1771290558879707,0.5313871676639121,0.047122100502225484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12431603172162775,0.3084606984653647,0.0,0.0,0.0,0.0,0.0,0.11230216397537457,0.0,0.0,0.0,0.0,0.0,0.1771290558879707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4



